"fairelec","contrib","concede","equalvote","turnout","equalrights","speech","protest","media","limits","judicial","facts","vote","rating"
NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,"Trump",49
4,4,4,NA,NA,NA,NA,4,NA,NA,4,NA,"Harris",60
NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,"Harris",21
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",80
NA,3,NA,NA,NA,NA,2,NA,3,3,NA,NA,"Trump",68
4,NA,NA,4,NA,NA,NA,4,4,NA,NA,NA,"Trump",60
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,"Trump",70
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,"Harris",50
NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,"Harris",59
NA,NA,4,NA,4,NA,NA,NA,4,NA,4,NA,"Harris",50
2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,"Trump",47
NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,"Harris",48
NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Abstained",88
NA,NA,NA,NA,NA,NA,4,4,4,4,NA,3,"Harris",90
NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,"Harris",11
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,"Trump",50
4,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,"Harris",60
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Harris",65
1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,"Harris",54
4,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,"Harris",41
NA,4,NA,NA,NA,4,NA,4,NA,NA,NA,NA,"Harris",86
NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,"Harris",85
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,"Harris",42
4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Harris",41
NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,"Harris",55
NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,2,"Abstained",50
NA,NA,1,NA,NA,NA,NA,4,NA,NA,3,NA,"Abstained",50
NA,NA,2,NA,NA,NA,NA,2,3,NA,NA,3,"Trump",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Abstained",50
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",40
NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,"Harris",66
3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",59
NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,"Harris",42
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",86
NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Harris",53
3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Harris",71
4,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,"Harris",90
4,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,"Trump",100
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",46
NA,NA,2,NA,NA,NA,NA,NA,2,4,NA,NA,"Trump",59
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",20
NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,"Harris",64
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",51
NA,NA,3,NA,NA,NA,4,4,NA,4,NA,NA,"Harris",48
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,"Other",50
3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Abstained",52
NA,4,NA,NA,3,NA,3,NA,NA,NA,NA,NA,"Harris",61
NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,2,"Trump",90
NA,NA,NA,4,4,NA,2,NA,NA,NA,3,NA,"Harris",63
NA,1,NA,NA,3,NA,2,NA,NA,1,NA,NA,"Trump",91
NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,"Harris",10
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Abstained",50
NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,"Abstained",57
NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",79
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Abstained",23
NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"Harris",62
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Abstained",40
NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",90
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",30
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,"Abstained",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",80
4,NA,NA,2,NA,2,NA,NA,4,4,NA,NA,"Trump",62
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Harris",48
NA,NA,2,NA,NA,2,NA,NA,3,NA,3,NA,"Trump",47
NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",65
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,"Trump",40
NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",55
NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,"Harris",49
NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Abstained",40
4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",60
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Harris",100
NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,"Abstained",50
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Harris",39
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Abstained",70
NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Abstained",45
NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",5
NA,4,NA,NA,3,NA,NA,NA,4,NA,NA,4,"Harris",40
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,"Abstained",76
NA,NA,NA,NA,2,4,NA,NA,4,NA,NA,NA,"Harris",83
NA,4,2,NA,4,NA,NA,3,NA,NA,NA,NA,"Harris",54
NA,2,NA,NA,NA,4,4,NA,NA,2,NA,NA,"Harris",80
3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,"Trump",87
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",61
4,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",16
NA,NA,NA,NA,NA,4,NA,1,NA,NA,2,NA,"Trump",71
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",28
NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,4,"Abstained",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",37
4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",40
3,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",60
NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,"Abstained",65
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",71
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",22
4,4,NA,NA,NA,4,NA,3,NA,NA,NA,NA,"Trump",60
2,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,"Harris",53
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",57
4,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Trump",100
NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",70
NA,1,4,NA,NA,NA,NA,3,NA,4,NA,NA,"Trump",73
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",50
4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",80
3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",100
NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",97
NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,"Trump",70
NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,"Harris",76
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",70
3,NA,NA,3,NA,3,NA,NA,3,NA,NA,NA,"Harris",72
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",80
3,NA,3,NA,NA,4,NA,NA,NA,NA,NA,4,"Harris",38
NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,"Abstained",60
4,NA,NA,NA,NA,NA,NA,3,3,2,NA,4,"Trump",100
NA,NA,1,NA,NA,4,NA,NA,NA,3,NA,NA,"Harris",77
NA,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,"Abstained",45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Abstained",80
NA,NA,NA,NA,1,NA,NA,NA,4,NA,3,NA,"Trump",7
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,"Harris",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",20
4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",88
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",62
NA,NA,1,4,NA,NA,3,NA,NA,NA,NA,NA,"Trump",80
NA,NA,3,NA,NA,NA,4,NA,3,NA,NA,NA,"Harris",47
4,NA,NA,4,NA,NA,NA,NA,3,4,NA,NA,"Trump",25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",61
4,NA,NA,NA,NA,4,NA,NA,4,NA,4,NA,"Abstained",17
NA,NA,NA,NA,NA,4,NA,NA,4,4,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Harris",67
4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Trump",21
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",50
NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,"Abstained",50
NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,"Abstained",93
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",26
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,"Trump",92
NA,NA,NA,NA,NA,4,NA,4,4,NA,4,NA,"Harris",71
NA,2,NA,NA,NA,NA,3,2,NA,NA,NA,2,"Trump",53
4,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",21
NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",39
NA,NA,2,4,NA,NA,NA,NA,3,NA,NA,NA,"Harris",50
3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Harris",74
NA,NA,NA,NA,2,NA,NA,NA,NA,3,3,NA,"Trump",50
4,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",59
NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Harris",43
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,"Abstained",98
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",94
4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,"Trump",60
NA,NA,NA,NA,NA,4,NA,NA,NA,2,3,NA,"Harris",25
NA,4,1,4,NA,NA,3,NA,NA,NA,NA,NA,"Harris",49
NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,"Trump",91
NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,3,"Harris",80
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Abstained",33
NA,NA,2,NA,1,NA,NA,NA,3,NA,NA,NA,"Harris",80
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",75
NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,"Trump",43
NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",45
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,"Abstained",90
NA,NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,"Harris",49
4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,"Harris",70
NA,4,NA,4,NA,NA,3,NA,4,NA,NA,4,"Harris",78
NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"Trump",50
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",65
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",62
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,1,"Trump",85
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Abstained",80
4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",18
NA,4,NA,2,NA,4,NA,NA,NA,NA,NA,NA,"Abstained",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",58
NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,"Trump",0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",52
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",60
NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Harris",53
3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",78
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"Abstained",49
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",100
NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,"Harris",95
NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",53
4,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA,"Trump",29
NA,NA,NA,NA,4,NA,3,4,4,NA,NA,NA,"Abstained",52
NA,NA,4,4,NA,NA,NA,NA,NA,4,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,NA,"Harris",40
NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,"Abstained",50
4,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,"Trump",75
NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,2,"Harris",50
2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4,"Abstained",66
NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",93
NA,NA,NA,4,3,NA,4,NA,4,4,NA,NA,"Trump",75
NA,3,3,NA,3,3,NA,3,NA,NA,NA,3,"Trump",27
4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",81
3,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,"Harris",100
NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,"Abstained",50
4,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,"Trump",70
1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,"Abstained",64
NA,NA,NA,NA,1,4,NA,NA,NA,NA,3,NA,"Trump",78
4,NA,2,NA,4,NA,NA,3,NA,NA,NA,NA,"Harris",91
NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,4,"Harris",94
NA,4,3,4,NA,NA,NA,NA,NA,4,NA,NA,"Trump",63
4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,"Abstained",30
NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",20
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",33
NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,"Trump",53
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,"Abstained",33
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",62
NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Abstained",34
NA,NA,NA,NA,4,3,NA,NA,NA,1,NA,NA,"Harris",92
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",47
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Abstained",100
NA,NA,NA,NA,NA,NA,3,4,NA,4,NA,NA,"Harris",80
NA,1,2,NA,4,NA,NA,3,NA,NA,NA,NA,"Harris",55
NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,"Harris",96
NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,"Trump",22
NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,"Harris",70
NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",34
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Abstained",66
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",80
NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Abstained",75
NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",69
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Abstained",61
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,"Harris",67
NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,"Abstained",60
4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Harris",50
NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,"Trump",90
NA,NA,NA,NA,4,NA,NA,NA,4,3,NA,NA,"Trump",43
4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",69
3,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,"Abstained",77
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,"Abstained",1
NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,"Harris",90
NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,3,"Trump",26
4,1,NA,NA,NA,NA,NA,NA,NA,4,4,NA,"Harris",60
NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,NA,"Harris",45
NA,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,"Trump",77
NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,"Abstained",50
NA,NA,2,NA,NA,NA,2,NA,NA,4,NA,NA,"Abstained",49
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",88
1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,"Abstained",0
4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,"Abstained",41
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",100
NA,NA,NA,NA,2,4,NA,4,NA,NA,NA,NA,"Harris",50
1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",100
NA,NA,NA,NA,NA,NA,4,3,NA,4,1,NA,"Abstained",50
4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",70
NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,4,"Trump",59
NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",72
NA,NA,NA,4,NA,NA,4,NA,NA,NA,3,NA,"Harris",37
NA,NA,NA,NA,NA,4,NA,NA,2,NA,4,NA,"Abstained",48
NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,"Harris",46
NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"Abstained",50
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",61
NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,"Harris",80
NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",60
4,NA,NA,NA,4,NA,NA,3,NA,3,NA,NA,"Harris",90
NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,"Trump",80
NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,"Other",85
NA,NA,NA,NA,4,4,NA,NA,NA,NA,3,NA,"Harris",70
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,"Abstained",61
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",65
2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",63
NA,NA,NA,NA,3,NA,NA,4,4,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",55
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",52
4,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",51
NA,NA,NA,2,NA,NA,NA,4,1,NA,NA,NA,"Trump",43
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Abstained",54
NA,NA,1,NA,2,4,NA,NA,NA,NA,NA,NA,"Trump",34
NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,"Other",40
4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",70
3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,"Harris",17
4,4,NA,NA,NA,NA,4,4,NA,NA,4,NA,"Abstained",47
NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,"Abstained",41
NA,NA,4,NA,NA,NA,NA,4,NA,3,NA,NA,"Harris",20
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,"Harris",59
NA,NA,NA,NA,NA,4,NA,NA,4,NA,3,NA,"Trump",80
4,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,"Abstained",68
NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,NA,"Abstained",40
NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,2,"Abstained",50
NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,"Abstained",12
NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"Trump",32
NA,4,NA,4,NA,NA,3,2,NA,NA,NA,2,"Abstained",70
NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Abstained",71
NA,NA,4,NA,3,NA,NA,NA,NA,NA,3,NA,"Abstained",40
NA,NA,NA,4,NA,NA,3,NA,4,NA,NA,NA,"Other",20
NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",85
NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,"Harris",43
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",69
NA,3,NA,4,NA,NA,NA,4,NA,NA,NA,NA,"Harris",88
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,"Harris",19
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",25
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",30
NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",60
NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",81
NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Trump",66
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",52
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Harris",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",40
NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,3,"Harris",80
NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,"Abstained",100
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Abstained",60
NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,"Trump",78
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"Abstained",49
NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,"Trump",9
NA,NA,3,4,NA,NA,3,NA,NA,NA,3,NA,"Abstained",48
NA,NA,NA,NA,1,3,NA,NA,1,NA,NA,NA,"Abstained",45
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Trump",30
3,NA,3,NA,NA,NA,NA,4,4,NA,NA,NA,"Other",40
NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,"Abstained",98
NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,"Abstained",80
NA,NA,NA,NA,4,NA,3,NA,4,4,NA,NA,"Harris",17
NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,"Harris",61
4,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Harris",50
NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,"Harris",50
1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Abstained",0
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Trump",68
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Abstained",49
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",100
NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",95
NA,2,3,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",74
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,"Abstained",39
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,"Trump",100
NA,3,2,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",43
NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Trump",30
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Harris",40
4,NA,NA,NA,NA,3,4,NA,2,NA,NA,NA,"Abstained",53
4,NA,NA,4,NA,NA,4,NA,2,NA,NA,NA,"Abstained",50
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",69
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",80
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",100
NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,"Harris",20
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Abstained",63
